Employee_ID,Base_Salary,Bonus,Stock_Options,Total_Compensation
E16327,91701,7880,7722,107303
E16328,121818,10187,10458,142463
E16329,87644,9103,1897,98644
E16330,161876,19689,18644,200209
E16331,125169,11253,7683,144105
E16332,99368,6596,1774,107738
E16333,97079,6744,1969,105792
E16334,100167,8239,5582,113988
E16335,83078,14918,1881,99877
E16336,82297,2731,379,85407
E16337,153936,9487,11463,174886
E16338,125421,5306,14434,145161
E16339,99111,4916,1875,105902
E16340,78351,18501,558,97410
E16341,153437,37654,11031,202122
E16342,67503,2226,397,70126
E16343,128986,22108,2633,153727
E16344,175823,29032,24948,229803
E16345,59433,4544,246,64223
E16346,136053,10004,8036,154093
E16347,87487,13827,375,101689
E16348,85800,12470,8143,106413
E16349,104637,4858,551,110046
E16350,65045,2386,2729,70160
E16351,198345,35302,33022,266669
E16352,99161,10304,4171,113636
E16353,155889,18396,21946,196231
E16354,80518,2891,624,84033
E16355,104754,18408,8556,131718
E16356,81041,6900,5287,93228
E16357,106621,8558,6980,122159
E16358,68712,3846,2092,74650
E16359,116828,18053,3723,138604
E16360,77441,8214,1129,86784
E16361,119622,16567,23808,159997
E16362,88831,6344,3880,99055
E16363,87758,8972,4277,101007
E16364,82460,5057,4067,91584
E16365,89155,3347,310,92812
E16366,88941,4424,1551,94916
E16367,86454,9534,2400,98388
E16368,144838,16034,20733,181605
E16369,100874,15211,8515,124600
E16370,139342,17478,22364,179184
E16371,70860,8063,2438,81361
E16372,64745,8500,3154,76399
E16373,63009,7298,1885,72192
E16374,116501,10185,2391,129077
E16375,158790,16192,22630,197612
E16376,142924,8516,23417,174857
E16377,116282,4870,5338,126490
E16378,127991,18707,13932,160630
E16379,70797,10162,1708,82667
E16380,130963,14940,9039,154942
E16381,144903,15593,13423,173919
E16382,74400,7362,3536,85298
E16383,159877,27524,13572,200973
E16384,165884,27942,12283,206109
E16385,70225,4742,1662,76629
E16386,120283,14056,8221,142560
E16387,104775,12420,264,117459
E16388,105723,8960,5096,119779
E16389,83701,19951,4832,108484
E16390,138712,17331,11348,167391
E16391,180669,30392,23033,234094
E16392,81029,5804,3471,90304
E16393,80204,3544,2538,86286
E16394,118231,9922,1896,130049
E16395,66958,11178,4010,82146
E16396,73585,7737,6126,87448
E16397,76812,4265,1030,82107
E16398,82892,20055,3262,106209
E16399,93828,5097,3325,102250
E16400,122132,14636,6259,143027
E16401,100337,5971,4348,110656
E16402,125178,13275,16039,154492
E16403,84637,5526,16007,106170
E16404,163975,27085,8466,199526
E16405,102644,6127,18401,127172
E16406,85574,7984,14164,107722
E16407,84712,11596,2800,99108
E16408,86097,10947,5841,102885
E16409,110843,17813,7532,136188
E16410,82994,7700,7230,97924
E16411,136856,21533,27247,185636
E16412,71680,14011,1656,87347
E16413,140381,18759,18947,178087
E16414,76428,5461,694,82583
E16415,100417,7851,10925,119193
E16416,127679,11813,4283,143775
E16417,76763,4006,40,80809
E16418,66372,5436,5169,76977
E16419,77005,7155,1178,85338
E16420,88045,8962,3830,100837
E16421,94088,14015,5580,113683
E16422,59667,5596,2399,67662
E16423,150651,25061,17106,192818
E16424,161210,33098,13964,208272
E16425,66728,4107,2856,73691
E16426,166568,8585,19992,195145
E16427,59193,3962,2761,65916
E16428,105911,13379,4620,123910
E16429,124613,17560,6220,148393
E16430,124655,13634,7246,145535
E16431,80520,7560,3012,91092
E16432,107923,10871,5601,124395
E16433,127683,20014,7989,155686
E16434,62767,3337,7,66111
E16435,159942,19296,28935,208173
E16436,72163,3955,2309,78427
E16437,141125,22885,4742,168752
E16438,111361,7291,20637,139289
E16439,85855,10137,13595,109587
E16440,86480,7270,3309,97059
E16441,83925,8602,1886,94413
E16442,165109,26667,26905,218681
E16443,112654,16777,7714,137145
E16444,170939,18053,27382,216374
E16445,156861,16761,7383,181005
E16446,93782,12119,5890,111791
E16447,59378,8707,1356,69441
E16448,84088,9331,682,94101
E16449,195793,8804,34941,239538
E16450,177999,17218,12902,208119
E16451,155430,23270,27076,205776
E16452,113728,12713,7379,133820
E16453,133861,13749,7306,154916
E16454,79942,16238,3258,99438
E16455,94613,8141,2249,105003
E16456,159767,12434,24444,196645
E16457,71628,6279,2183,80090
E16458,84149,5438,150,89737
E16459,205172,18993,20588,244753
E16460,151173,22885,9293,183351
E16461,95297,15694,2154,113145
E16462,83251,3705,1282,88238
E16463,98057,12634,2078,112769
E16464,143677,21670,5998,171345
E16465,101785,11298,20013,133096
E16466,120502,4312,14225,139039
E16467,79459,7175,3772,90406
E16468,185712,28264,31687,245663
E16469,65564,9238,2687,77489
E16470,88435,6806,4142,99383
E16471,78721,3178,1181,83080
E16472,96218,8153,9794,114165
E16473,109168,8842,1656,119666
E16474,64867,7275,1434,73576
E16475,87949,9542,324,97815
E16476,83780,6874,7147,97801
E16477,96687,17255,2567,116509
E16478,179243,24475,21829,225547
E16479,82409,9266,286,91961
E16480,127755,5549,18935,152239
E16481,107184,16039,6004,129227
E16482,83742,5967,5,89714
E16483,128044,11961,6978,146983
E16484,159891,13155,16717,189763
E16485,117099,5792,21912,144803
E16486,94061,2963,2817,99841
E16487,60563,5075,2505,68143
E16488,84135,4833,609,89577
E16489,79635,9224,503,89362
E16490,146990,21057,5091,173138
E16491,101251,9997,4777,116025
E16492,105285,17379,523,123187
E16493,71390,3858,1726,76974
E16494,188555,18679,11585,218819
E16495,101780,12903,8214,122897
E16496,116219,13942,12520,142681
E16497,94501,7875,2891,105267
E16498,97669,10359,5933,113961
E16499,100543,14396,2169,117108
E16500,85439,5846,5987,97272
E16501,165121,17183,16293,198597
E16502,171229,26976,13412,211617
E16503,73063,7171,1760,81994
E16504,144590,20137,26610,191337
E16505,203704,19515,22325,245544
E16506,91850,5736,17042,114628
E16507,104769,11423,17417,133609
E16508,99021,17054,7897,123972
E16509,180090,26365,30104,236559
E16510,91030,5787,3235,100052
E16511,182842,30019,14717,227578
E16512,197273,35126,34671,267070
E16513,102138,8386,10867,121391
E16514,242104,35343,21882,299329
E16515,80548,8583,3355,92486
E16516,127690,25653,8859,162202
E16517,165700,16517,14575,196792
E16518,73767,5022,3274,82063
E16519,62614,5327,1687,69628
E16520,130110,16443,6972,153525
E16521,111509,22524,6930,140963
E16522,131905,7299,25492,164696
E16523,130964,5800,9731,146495
E16524,187694,6111,17859,211664
E16525,160156,5366,13497,179019
E16526,107797,12469,4056,124322
E16527,182199,14972,11221,208392
E16528,133917,7292,16065,157274
E16529,89855,15905,7680,113440
E16530,88978,8629,7653,105260
E16531,105905,14710,8143,128758
E16532,108866,14529,7168,130563
E16533,64552,6727,2387,73666
E16534,95673,3006,12959,111638
E16535,256038,23806,32872,312716
E16536,91862,22715,3497,118074
E16537,161070,27829,3440,192339
E16538,181196,20133,20119,221448
E16539,69786,4110,1128,75024
E16540,148665,25144,6337,180146
E16541,139338,5165,21569,166072
E16542,142093,13803,22226,178122
E16543,86733,7961,8165,102859
E16544,70919,16357,97,87373
E16545,86396,6969,8020,101385
E16546,134354,4205,20306,158865
E16547,111857,11549,3688,127094
E16548,69187,6042,3432,78661
E16549,181028,14607,11163,206798
E16550,98618,11150,3961,113729
E16551,89183,15385,6017,110585
E16552,58134,4187,470,62791
E16553,86912,5899,3350,96161
E16554,144630,21004,15012,180646
E16555,116057,13035,4667,133759
E16556,72174,6507,2083,80764
E16557,90397,18581,2156,111134
E16558,164235,8053,12082,184370
E16559,101427,8474,3707,113608
E16560,105621,16126,4748,126495
E16561,65199,15920,1604,82723
E16562,81788,19697,1181,102666
E16563,107723,5220,12500,125443
E16564,68413,5607,854,74874
E16565,169023,21455,20642,211120
E16566,94276,14366,3097,111739
E16567,97029,5899,1372,104300
E16568,101314,11893,1080,114287
E16569,81887,2726,1478,86091
E16570,106572,17611,9210,133393
E16571,146023,18304,8707,173034
E16572,130309,17809,14803,162921
E16573,147155,14205,19992,181352
E16574,111514,14010,18700,144224
E16575,122551,14566,11587,148704
E16576,102834,11115,4149,118098
E16577,55775,2745,696,59216
E16578,105655,21191,9280,136126
E16579,120096,15317,10410,145823
E16580,176980,20549,11905,209434
E16581,102293,6306,10587,119186
E16582,68091,6555,3618,78264
E16583,139442,9927,5668,155037
E16584,166289,23208,10369,199866
E16585,146564,23426,12157,182147
E16586,65808,3685,439,69932
E16587,94593,9426,3857,107876
E16588,119716,9558,22172,151446
E16589,118973,6332,15112,140417
E16590,166790,26470,27176,220436
E16591,69184,5829,700,75713
E16592,95922,23331,3701,122954
E16593,107061,11653,8161,126875
E16594,148525,26335,9983,184843
E16595,89585,7167,2258,99010
E16596,130168,21896,10581,162645
E16597,106371,11567,6795,124733
E16598,84385,10437,6135,100957
E16599,127596,16103,10731,154430
E16600,87652,3619,1527,92798
E16601,68790,5860,1313,75963
E16602,76935,2602,1056,80593
E16603,110154,27211,1030,138395
E16604,97259,2989,18837,119085
E16605,77766,8857,2736,89359
E16606,138511,12186,8021,158718
E16607,148080,15408,28009,191497
E16608,87364,10118,2555,100037
E16609,93470,9758,8779,112007
E16610,82233,10359,1858,94450
E16611,86736,6749,10656,104141
E16612,118421,12630,7485,138536
E16613,78960,18320,2171,99451
E16614,206976,17178,30990,255144
E16615,140919,12465,20874,174258
E16616,122643,6061,3543,132247
E16617,146220,5470,26783,178473
E16618,70819,7402,1694,79915
E16619,69948,2124,2485,74557
E16620,156908,22778,7397,187083
E16621,170490,12104,32171,214765
E16622,66023,6572,3077,75672
E16623,64030,4286,1543,69859
E16624,103978,15025,8201,127204
E16625,206987,29791,17590,254368
E16626,154409,9688,22625,186722
E16627,131000,11976,8222,151198
E16628,95344,6576,4112,106032
E16629,141264,23663,10980,175907
E16630,120005,19157,11568,150730
E16631,73509,4663,2860,81032
E16632,135144,14603,10467,160214
E16633,94900,6594,2218,103712
E16634,83456,3978,2263,89697
E16635,149138,24817,12867,186822
E16636,101637,17689,6508,125834
E16637,98444,12146,5723,116313
E16638,171036,17701,13177,201914
E16639,121492,12005,17777,151274
E16640,84681,6734,3170,94585
E16641,94974,4621,2256,101851
E16642,105015,5601,16648,127264
E16643,114513,13541,11187,139241
E16644,94477,12606,3262,110345
E16645,87921,19411,230,107562
E16646,81895,3984,2337,88216
E16647,93092,14323,3042,110457
E16648,64773,7284,535,72592
E16649,117163,14009,8643,139815
E16650,180339,21024,20431,221794
E16651,139843,10208,7675,157726
E16652,141356,22859,18976,183191
E16653,77069,8777,942,86788
E16654,140771,9130,16198,166099
E16655,75837,7917,148,83902
E16656,76327,5847,242,82416
E16657,92157,22267,883,115307
E16658,88644,10995,3184,102823
E16659,164203,17330,27668,209201
E16660,75894,15546,1304,92744
E16661,165998,24742,4988,195728
E16662,98708,8262,4622,111592
E16663,172906,23560,14347,210813
E16664,119706,10373,3973,134052
E16665,119210,12187,4548,135945
E16666,101869,8915,186,110970
E16667,77754,11230,3502,92486
E16668,162077,26609,15343,204029
E16669,98001,8375,6119,112495
E16670,161328,5566,11621,178515
E16671,75169,8511,772,84452
E16672,126712,13692,9774,150178
E16673,115408,21470,10992,147870
E16674,113553,12981,10129,136663
E16675,98628,3875,10477,112980
E16676,92221,9661,5561,107443
E16677,155898,21402,10956,188256
E16678,77285,11947,1028,90260
E16679,178628,25775,7077,211480
E16680,82062,8260,4009,94331
E16681,95722,5962,185,101869
E16682,149881,35665,5241,190787
E16683,132431,10539,16816,159786
E16684,85518,10565,2404,98487
E16685,78421,6212,2796,87429
E16686,147171,14554,11975,173700
E16687,83026,6874,1636,91536
E16688,154855,29054,6655,190564
E16689,90506,2941,3776,97223
E16690,83991,6022,8733,98746
E16691,104354,6564,9305,120223
E16692,186947,15774,26644,229365
E16693,78691,7185,423,86299
E16694,119408,5550,21176,146134
E16695,80683,4961,1126,86770
E16696,138499,19080,11900,169479
E16697,87076,6063,4316,97455
E16698,65422,13429,70,78921
E16699,99057,10503,7805,117365
E16700,64330,8066,2402,74798
E16701,132378,14278,3525,150181
E16702,75007,3505,1674,80186
E16703,146013,18970,4679,169662
E16704,170067,19029,9793,198889
E16705,80567,7792,51,88410
E16706,276093,25620,20039,321752
E16707,74899,13083,3145,91127
E16708,107780,17680,3862,129322
E16709,63187,7408,1142,71737
E16710,61985,2086,449,64520
E16711,192712,19371,33362,245445
E16712,66821,16315,1738,84874
E16713,60961,7231,945,69137
E16714,105453,5828,9942,121223
E16715,132587,18546,11482,162615
E16716,94776,4613,2394,101783
E16717,238972,40501,30990,310463
E16718,75921,3213,3764,82898
E16719,84870,17249,5968,108087
E16720,69930,10037,1858,81825
E16721,201411,23642,11227,236280
E16722,217157,29272,28774,275203
E16723,170883,20975,21231,213089
E16724,62266,4801,2791,69858
E16725,129443,19153,10071,158667
E16726,132203,7491,16121,155815
E16727,84208,17753,960,102921
E16728,126104,15349,19820,161273
E16729,112929,9280,4851,127060
E16730,196133,32296,20190,248619
E16731,113581,12285,8563,134429
E16732,78346,17944,1224,97514
E16733,54110,5249,803,60162
E16734,74823,12047,1654,88524
E16735,178146,15771,26636,220553
E16736,126251,22624,12038,160913
E16737,61625,6825,1966,70416
E16738,224715,28099,19749,272563
E16739,91978,11247,4532,107757
E16740,100875,16860,6998,124733
E16741,164899,22309,8483,195691
E16742,142112,5567,26176,173855
E16743,98885,13820,4209,116914
E16744,115183,8306,15262,138751
E16745,69954,4034,1284,75272
E16746,69012,2186,601,71799
E16747,76136,3767,2292,82195
E16748,182140,18323,14980,215443
E16749,50047,4724,571,55342
E16750,104037,5548,4175,113760
E16751,74391,18359,2392,95142
E16752,68404,3185,3141,74730
E16753,129613,30324,7134,167071
E16754,143111,16676,17997,177784
E16755,174259,31356,10527,216142
E16756,73196,7491,1317,82004
E16757,109885,9270,6298,125453
E16758,127220,20745,6108,154073
E16759,89727,15225,4728,109680
E16760,84675,21138,733,106546
E16761,192831,24206,17048,234085
E16762,133787,11054,13447,158288
E16763,127577,8269,7426,143272
E16764,116619,18405,5974,140998
E16765,167179,23945,22102,213226
E16766,101639,13255,5920,120814
E16767,48667,5010,1371,55048
E16768,79962,11934,7245,99141
E16769,96520,7500,5251,109271
E16770,86864,21267,3428,111559
E16771,170684,6511,18158,195353
E16772,147024,15710,15819,178553
E16773,98692,8899,6634,114225
E16774,93931,3348,13060,110339
E16775,69579,2192,368,72139
E16776,90230,13970,2860,107060
E16777,148934,24552,5068,178554
E16778,79778,4129,1177,85084
E16779,67877,7632,3983,79492
E16780,181745,19459,27280,228484
E16781,78579,9626,2975,91180
E16782,107321,11127,8320,126768
E16783,82960,7804,2158,92922
E16784,90443,19098,770,110311
E16785,90006,5606,3046,98658
E16786,120896,3741,23755,148392
E16787,64468,7617,5500,77585
E16788,113699,10732,13035,137466
E16789,124177,18810,14763,157750
E16790,162196,19785,15627,197608
E16791,211821,24333,12744,248898
E16792,124222,25504,8377,158103
E16793,97201,11218,685,109104
E16794,136269,29832,3547,169648
E16795,86716,4391,1233,92340
E16796,98921,24176,3794,126891
E16797,95759,13499,2264,111522
E16798,74096,8659,3160,85915
E16799,123021,7420,21563,152004
E16800,75634,7198,2574,85406
E16801,156975,26212,25941,209128
E16802,158802,21113,9526,189441
E16803,153289,6499,13936,173724
E16804,122248,5027,3616,130891
E16805,78352,4649,3495,86496
E16806,132480,11095,20671,164246
E16807,89092,6029,79,95200
E16808,82332,8228,984,91544
E16809,91442,15468,1849,108759
E16810,138306,31057,9646,179009
E16811,86745,7734,12987,107466
E16812,110085,5218,15593,130896
E16813,219356,22252,13298,254906
E16814,101550,6242,16621,124413
E16815,126496,16926,9311,152733
E16816,177101,26180,14524,217805
E16817,86284,10869,2141,99294
E16818,56925,5427,2305,64657
E16819,137297,11154,21004,169455
E16820,151482,13828,5646,170956
E16821,73046,7134,74,80254
E16822,75213,2631,1623,79467
E16823,124969,17568,2929,145466
E16824,133989,18770,3143,155902
E16825,86225,10289,6783,103297
E16826,210012,31032,33215,274259
E16827,105707,9824,20235,135766
E16828,157116,5981,19938,183035
E16829,145636,24414,10812,180862
E16830,75983,4468,188,80639
E16831,65711,3820,2597,72128
E16832,185716,13355,21774,220845
E16833,78117,7319,1884,87320
E16834,71992,4068,2889,78949
E16835,138858,21905,4072,164835
E16836,196249,20520,23226,239995
E16837,84551,10012,5339,99902
E16838,80037,7420,2455,89912
E16839,166657,28691,26019,221367
E16840,56440,6314,1781,64535
E16841,77363,6673,6794,90830
E16842,156786,10230,30934,197950
E16843,135895,7591,7139,150625
E16844,145875,10346,16336,172557
E16845,114396,9729,6032,130157
E16846,122076,14780,19846,156702
E16847,121239,21349,5242,147830
E16848,87901,7122,66,95089
E16849,118926,5894,444,125264
E16850,142114,22869,26795,191778
E16851,80102,12784,7486,100372
E16852,43946,1571,563,46080
E16853,100038,11528,9492,121058
